charge_id,order_id,ext_id,delivery_mode_id,amount,order_date
226682,926682,R52386663,1,0.0,2025-12-02
226683,926683,R58908916,1,0.0,2025-12-17
226684,926684,R56914837,1,0.0,2025-12-14
226685,926685,R53734104,1,0.0,2025-12-16
226686,926686,R55957053,1,2.0,2025-12-13
226687,926687,R57961496,1,0.0,2025-11-17
226688,926688,R51485630,1,2.0,2025-12-08
226689,926689,R54083514,1,0.0,2025-12-16
226690,926690,R57305385,1,0.0,2025-12-17
226691,926691,R58436638,1,2.0,2025-12-14
226692,926692,R58724815,1,0.0,2025-12-13
226693,926693,R54239839,1,0.0,2025-12-11
226694,926694,R56628690,1,0.0,2025-12-10
226695,926695,R53275456,1,1.5,2025-12-03
226696,926696,R57386358,1,1.5,2025-12-05
226697,926697,R59124146,1,1.5,2025-12-16
226698,926698,R57099886,1,1.5,2025-11-29
226699,926699,R57640485,1,0.0,2025-12-17
226700,926700,R51368001,1,0.0,2025-12-19
226701,926701,R59481803,1,2.0,2025-12-10
226702,926702,R59295920,1,2.0,2025-12-06
226703,926703,R56182024,1,2.0,2025-12-17
226704,926704,R51062516,1,2.0,2025-11-23
226705,926705,R52042770,1,0.0,2025-12-13
226706,926706,R53012680,1,1.5,2025-12-18
226707,926707,R57470339,1,0.0,2025-12-05
226708,926708,R59050998,1,2.0,2025-12-13
226709,926709,R52625197,1,0.0,2025-12-10
226710,926710,R52508727,1,0.0,2025-12-15
226711,926711,R53193448,1,0.0,2025-11-15
226712,926712,,1,0.0,2025-12-08
226713,926713,R51384341,1,2.0,2025-12-21
226714,926714,R52878835,1,1.5,2025-11-27
226715,926715,R56453851,1,1.5,2025-12-21
226716,926716,R52187371,1,2.0,2025-12-21
226717,926717,R55138353,1,1.5,2025-12-12
226718,926718,R55798219,1,1.5,2025-12-18
226719,926719,R51613737,1,0.0,2025-12-21
226720,926720,R55644825,1,0.0,2025-12-11
226721,926721,,1,0.0,2025-12-10
226722,926722,R58890459,1,0.0,2025-12-10
226723,926723,R54622753,1,0.0,2025-12-09
226724,926724,R55453914,1,2.0,2025-12-15
226725,926725,R58610797,1,2.0,2025-12-17
226726,926726,R53748270,1,1.5,2025-11-16
226727,926727,R56136461,1,0.0,2025-12-13
226728,926728,R51686550,1,2.0,2025-11-23
226729,926729,R55517197,1,0.0,2025-12-07
226730,926730,R51756844,1,0.0,2025-12-22
226731,926731,R57689180,1,2.0,2025-12-22
226732,926732,,1,1.5,2025-11-26
226733,926733,R53076221,1,2.0,2025-12-18
226734,926734,R53008523,1,0.0,2025-12-04
226735,926735,R58606228,1,0.0,2025-11-25
226736,926736,R52702090,1,0.0,2025-12-07
226737,926737,,1,0.0,2025-12-21
226738,926738,R57067062,1,0.0,2025-12-07
226739,926739,R52157133,1,0.0,2025-12-16
226740,926740,R54144680,1,0.0,2025-12-11
226741,926741,R53511451,1,0.0,2025-12-14
226742,926742,,1,0.0,2025-12-17
226743,926743,R51252613,1,2.0,2025-12-20
226744,926744,R57083814,1,2.0,2025-11-25
226745,926745,R51003400,1,0.0,2025-12-12
226746,926746,R52276869,1,0.0,2025-12-11
226747,926747,R59865263,1,0.0,2025-12-04
226748,926748,R55915714,1,0.0,2025-12-04
226749,926749,R59906267,1,0.0,2025-12-09
226750,926750,R58802465,1,0.0,2025-12-21
226751,926751,R51367991,1,0.0,2025-12-01
226752,926752,R51047603,1,2.0,2025-12-15
226753,926753,R53941509,1,0.0,2025-12-17
226754,926754,R58155338,1,0.0,2025-12-01
226755,926755,R53952945,1,0.0,2025-12-19
226756,926756,R51048628,1,2.0,2025-12-11
226757,926757,R56194073,1,2.0,2025-12-15
226758,926758,R52943210,1,0.0,2025-12-15
226759,926759,R57795306,1,0.0,2025-12-05
226760,926760,R52435023,1,2.0,2025-11-29
226761,926761,R57103976,1,2.0,2025-12-19
226762,926762,R52105440,1,1.5,2025-12-19
226763,926763,R51413286,1,0.0,2025-12-03
226764,926764,R57523335,1,0.0,2025-12-20
226765,926765,R52730221,1,1.5,2025-11-28
226766,926766,R57665685,1,0.0,2025-12-08
226767,926767,R52850838,1,0.0,2025-12-09
226768,926768,R53041759,1,0.0,2025-12-17
226769,926769,R55293452,1,1.5,2025-12-02
226770,926770,R51542495,1,0.0,2025-12-05
226771,926771,R54239427,1,0.0,2025-12-19
226772,926772,R53953089,1,0.0,2025-12-16
226773,926773,R56741358,1,2.0,2025-12-04
226774,926774,R57935750,1,0.0,2025-12-01
226775,926775,R53103538,1,0.0,2025-12-21
226776,926776,R54209256,1,0.0,2025-12-04
226777,926777,R58481186,1,0.0,2025-11-28
226778,926778,R53198965,1,2.0,2025-12-12
226779,926779,R54570447,1,1.5,2025-12-14
226780,926780,R52763869,1,0.0,2025-12-16
226781,926781,R53245610,1,0.0,2025-12-21
226782,926782,R51092218,1,2.0,2025-12-19
226783,926783,R59187084,1,2.0,2025-12-21
226784,926784,R55114111,1,0.0,2025-12-21
226785,926785,R58895440,1,2.0,2025-12-13
226786,926786,,1,0.0,2025-12-02
226787,926787,R55074668,1,0.0,2025-12-06
226788,926788,R52746772,1,0.0,2025-12-20
226789,926789,R58961299,1,2.0,2025-12-11
226790,926790,R59225703,1,0.0,2025-12-10
226791,926791,R51816573,1,0.0,2025-12-16
226792,926792,R53583249,1,2.0,2025-12-04
226793,926793,R53449404,1,1.5,2025-11-20
226794,926794,R58855786,1,0.0,2025-12-06
226795,926795,R52595840,1,2.0,2025-12-21
226796,926796,R51542495,1,0.0,2025-12-20
226797,926797,R59791646,1,0.0,2025-11-27
226798,926798,R53967111,1,1.5,2025-12-15
226799,926799,R51779803,1,0.0,2025-12-08
226800,926800,R53431215,1,0.0,2025-12-13
226801,926801,R52320526,1,0.0,2025-11-19
226802,926802,R51653994,1,0.0,2025-11-03
226803,926803,R54663489,1,2.0,2025-12-13
226804,926804,R56436285,1,0.0,2025-12-08
226805,926805,R55694411,1,0.0,2025-12-06
226806,926806,R59501486,1,0.0,2025-12-11
226807,926807,R56786576,1,0.0,2025-11-18
226808,926808,R58056444,1,2.0,2025-12-19
226809,926809,R56862799,1,2.0,2025-11-28
226810,926810,R54608788,1,0.0,2025-12-12
226811,926811,R52077654,1,0.0,2025-12-20
226812,926812,R57168073,1,2.0,2025-12-18
226813,926813,R57954341,1,0.0,2025-12-11
226814,926814,R54485307,1,0.0,2025-12-01
226815,926815,R54946896,1,0.0,2025-12-10
226816,926816,R56853671,1,0.0,2025-12-22
226817,926817,R51449731,1,0.0,2025-12-17
226818,926818,R56831258,1,2.0,2025-12-06
226819,926819,R57263088,1,1.5,2025-12-19
226820,926820,R58738780,1,0.0,2025-12-21
226821,926821,R52158627,1,2.0,2025-12-21
226822,926822,R59395303,1,0.0,2025-12-08
226823,926823,R53537341,1,2.0,2025-12-19
226824,926824,R54746043,1,0.0,2025-12-22
226825,926825,R56490708,1,2.0,2025-12-06
226826,926826,R58213975,1,1.5,2025-12-07
226827,926827,R54464877,1,0.0,2025-12-12
226828,926828,R56829831,1,2.0,2025-12-22
226829,926829,R57645868,1,0.0,2025-12-15
226830,926830,R55388802,1,0.0,2025-12-12
226831,926831,,1,0.0,2025-12-22
226832,926832,R58864167,1,1.5,2025-12-21
226833,926833,R58825347,1,0.0,2025-12-02
226834,926834,R56147150,1,2.0,2025-12-21
226835,926835,R59393263,1,0.0,2025-12-21
226836,926836,R51391295,1,0.0,2025-11-28
226837,926837,R53553949,1,0.0,2025-12-19
226838,926838,R51866705,1,1.5,2025-11-23
226839,926839,R51169178,1,0.0,2025-12-06
226840,926840,,1,0.0,2025-12-16
226841,926841,R58029673,1,0.0,2025-12-15
226842,926842,R58029673,1,2.0,2025-12-06
226843,926843,R56845022,1,0.0,2025-12-02
226844,926844,R51053522,1,1.5,2025-12-13
226845,926845,R54986875,1,2.0,2025-12-17
226846,926846,R56722278,1,1.5,2025-12-04
226847,926847,R51758338,1,0.0,2025-12-16
226848,926848,R56651237,1,0.0,2025-12-05
226849,926849,R54443968,1,2.0,2025-12-12
226850,926850,R59172851,1,0.0,2025-12-22
226851,926851,R52484676,1,0.0,2025-12-01
226852,926852,R56395750,1,0.0,2025-11-29
226853,926853,R58473284,1,0.0,2025-12-13
226854,926854,R58005699,1,1.5,2025-12-19
226855,926855,R53715647,1,0.0,2025-12-17
226856,926856,R55357673,1,1.5,2025-12-16
226857,926857,R57903060,1,2.0,2025-12-03
226858,926858,R58140348,1,2.0,2025-12-21
226859,926859,R57944265,1,0.0,2025-12-18
226860,926860,R51897432,1,0.0,2025-12-12
226861,926861,R59083554,1,0.0,2025-12-20
226862,926862,R57645868,1,2.0,2025-12-21
226863,926863,R58652136,1,0.0,2025-11-29
226864,926864,R56086463,1,0.0,2025-12-16
226865,926865,R56137476,1,1.5,2025-12-17
226866,926866,R53136918,1,2.0,2025-12-07
226867,926867,R53859645,1,0.0,2025-12-10
226868,926868,R55365776,1,0.0,2025-12-15
226869,926869,R59694916,1,2.0,2025-12-12
226870,926870,R52480385,1,0.0,2025-12-10
226871,926871,R53379790,1,0.0,2025-12-14
226872,926872,R52329453,1,0.0,2025-12-13
226873,926873,,1,1.5,2025-12-21
226874,926874,R55627326,1,0.0,2025-12-12
226875,926875,R54630243,1,0.0,2025-12-12
226876,926876,R54702989,1,2.0,2025-12-03
226877,926877,R55319322,1,2.0,2025-12-14
226878,926878,R52085211,1,0.0,2025-12-16
226879,926879,R55993488,1,0.0,2025-12-08
226880,926880,R55927495,1,0.0,2025-12-04
226881,926881,R58902585,1,1.5,2025-12-18
226882,926882,R55097761,1,0.0,2025-12-22
226883,926883,R54212867,1,0.0,2025-12-16
226884,926884,R59073066,1,2.0,2025-11-24
226885,926885,R57490635,1,0.0,2025-12-03
226886,926886,,1,0.0,2025-12-13
226887,926887,R57721880,1,0.0,2025-12-17
226888,926888,R52192275,1,0.0,2025-12-14
226889,926889,R53070781,1,2.0,2025-12-10
226890,926890,R58966548,1,2.0,2025-12-10
226891,926891,R59533429,1,0.0,2025-12-21
226892,926892,R52124711,1,0.0,2025-12-09
226893,926893,R52994625,1,1.5,2025-12-05
226894,926894,R59746006,1,2.0,2025-12-12
226895,926895,R56935746,1,0.0,2025-12-08
226896,926896,R57333238,1,2.0,2025-12-19
226897,926897,R59452168,1,0.0,2025-12-02
226898,926898,R55370680,1,0.0,2025-12-20
226899,926899,R54026716,1,0.0,2025-12-05
226900,926900,R56486953,1,2.0,2025-12-16
226901,926901,R56453995,1,2.0,2025-12-08
226902,926902,R58381535,1,2.0,2025-12-03
226903,926903,R55377356,1,2.0,2025-11-18
226904,926904,,1,0.0,2025-12-17
226905,926905,R57973066,1,0.0,2025-12-13
226906,926906,R55796859,1,2.0,2025-12-09
226907,926907,R59335631,1,0.0,2025-12-17
226908,926908,,1,2.0,2025-11-21
226909,926909,,1,1.5,2025-12-12
226910,926910,R56007721,1,0.0,2025-12-14
226911,926911,R57187890,1,1.5,2025-12-10
226912,926912,R59785583,1,2.0,2025-12-12
226913,926913,R54712117,1,1.5,2025-12-16
226914,926914,R51203305,1,0.0,2025-12-22
226915,926915,R57420830,1,0.0,2025-12-17
226916,926916,R53705571,1,0.0,2025-12-21
226917,926917,R54414400,1,0.0,2025-11-19
226918,926918,R57862056,1,2.0,2025-12-16
226919,926919,R58045276,1,0.0,2025-12-07
226920,926920,R53920399,1,2.0,2025-12-09
226921,926921,R58067746,1,1.5,2025-12-15
226922,926922,R59365678,1,0.0,2025-12-22
226923,926923,R51184982,1,0.0,2025-11-24
226924,926924,R53511451,1,0.0,2025-11-27
226925,926925,R58069997,1,1.5,2025-12-14
226926,926926,R51916770,1,2.0,2025-12-07
226927,926927,R53743989,1,0.0,2025-12-22
226928,926928,R52010894,1,0.0,2025-12-15
226929,926929,R51318281,1,2.0,2025-12-03
226930,926930,R55223905,1,0.0,2025-11-17
226931,926931,R55398543,1,0.0,2025-12-19
226932,926932,R53298338,1,2.0,2025-12-18
226933,926933,R57776226,1,2.0,2025-12-07
226934,926934,R51730830,1,0.0,2025-12-20
226935,926935,R51062583,1,0.0,2025-12-22
226936,926936,R57814232,1,0.0,2025-11-19
226937,926937,R57044515,1,0.0,2025-12-22
226938,926938,R57702743,1,0.0,2025-12-17
226939,926939,R55668397,1,2.0,2025-12-22
226940,926940,R56023535,1,1.5,2025-12-14
226941,926941,R58565502,1,0.0,2025-12-10
226942,926942,R58181764,1,1.5,2025-12-14
226943,926943,R53962820,1,2.0,2025-12-22
226944,926944,R56209609,1,0.0,2025-12-09
226945,926945,R52808474,1,0.0,2025-12-20
226946,926946,R58356402,1,1.5,2025-11-24
226947,926947,R55323412,1,2.0,2025-12-02
226948,926948,R53270686,1,0.0,2025-12-14
226949,926949,R52886335,1,2.0,2025-12-13
226950,926950,,1,2.0,2025-12-09
226951,926951,R59310910,1,2.0,2025-12-06
226952,926952,R53374350,1,1.5,2025-12-19
226953,926953,R54520382,1,0.0,2025-12-14
226954,926954,,1,0.0,2025-12-21
226955,926955,R54510842,1,2.0,2025-12-18
226956,926956,,1,2.0,2025-12-09
226957,926957,R53658849,1,0.0,2025-12-09
226958,926958,,1,0.0,2025-12-20
226959,926959,R58645671,1,0.0,2025-12-12
226960,926960,R59052435,1,0.0,2025-12-21
226961,926961,R57456863,1,0.0,2025-12-01
226962,926962,R59267722,1,1.5,2025-12-20
226963,926963,R59110181,1,0.0,2025-12-14
226964,926964,R51005172,1,2.0,2025-11-29
226965,926965,R55861894,1,0.0,2025-12-13
226966,926966,R52102298,1,2.0,2025-12-13
226967,926967,R54563771,1,1.5,2025-12-20
226968,926968,R51031732,1,2.0,2025-12-21
226969,926969,R52055576,1,0.0,2025-12-18
226970,926970,R58918322,1,2.0,2025-12-09
226971,926971,R53475897,1,0.0,2025-11-24
226972,926972,R55109207,1,2.0,2025-12-01
226973,926973,,1,1.5,2025-12-22
226974,926974,R55964878,1,2.0,2025-12-12
226975,926975,R52119462,1,0.0,2025-12-06
226976,926976,R53933818,1,0.0,2025-12-01
226977,926977,R56855098,1,2.0,2025-12-15
226978,926978,R51064154,1,2.0,2025-12-22
226979,926979,R53683436,1,1.5,2025-12-03
226980,926980,R56734193,1,1.5,2025-11-21
226981,926981,R55919861,1,0.0,2025-12-06
226982,926982,R56282834,1,2.0,2025-11-19
226983,926983,R57565220,1,0.0,2025-12-22
226984,926984,R56716292,1,2.0,2025-12-17
226985,926985,R56695507,1,2.0,2025-12-04
226986,926986,R51502114,1,0.0,2025-12-07
226987,926987,R52848664,1,0.0,2025-12-18
226988,926988,R54757278,1,2.0,2025-12-20
226989,926989,,1,0.0,2025-12-04
226990,926990,R54375982,1,0.0,2025-12-10
226991,926991,R54966847,1,0.0,2025-12-19
226992,926992,R51608019,1,0.0,2025-12-20
226993,926993,R54608319,1,2.0,2025-12-09
226994,926994,R54813674,1,0.0,2025-11-30
226995,926995,R57381464,1,2.0,2025-12-09
226996,926996,R52927885,1,0.0,2025-12-11
226997,926997,R52534808,1,0.0,2025-12-14
226998,926998,R53512141,1,2.0,2025-11-27
226999,926999,R57745308,1,1.5,2025-12-19
227000,927000,R57942828,1,0.0,2025-12-03
227001,927001,R54247597,1,2.0,2025-12-19
227002,927002,,1,0.0,2025-12-20
227003,927003,R54681678,1,0.0,2025-12-18
227004,927004,R51699701,1,2.0,2025-12-21
227005,927005,R51729527,1,0.0,2025-12-17
227006,927006,R53626772,1,0.0,2025-12-10
227007,927007,R51085676,1,2.0,2025-11-28
227008,927008,R56269405,1,2.0,2025-12-14
227009,927009,R55198427,1,2.0,2025-12-14
227010,927010,R52714685,1,0.0,2025-11-30
227011,927011,,1,2.0,2025-12-12
227012,927012,R54299089,1,0.0,2025-12-10
227013,927013,R54468890,1,0.0,2025-12-04
227014,927014,R59037579,1,1.5,2025-11-26
227015,927015,R54804814,1,0.0,2025-12-04
227016,927016,R56693735,1,0.0,2025-12-15
227017,927017,R56711388,1,2.0,2025-12-22
227018,927018,R56979949,1,2.0,2025-12-12
227019,927019,,1,2.0,2025-12-20
227020,927020,R51468389,1,0.0,2025-12-04
227021,927021,R55240044,1,1.5,2025-12-14
227022,927022,R58068292,1,2.0,2025-12-04
227023,927023,R59773380,1,0.0,2025-12-14
227024,927024,R54043880,1,0.0,2025-12-19
227025,927025,R59201049,1,2.0,2025-12-01
227026,927026,R54683718,1,0.0,2025-12-20
227027,927027,R51553194,1,2.0,2025-12-15
227028,927028,R55341601,1,1.5,2025-11-29
227029,927029,R56714999,1,2.0,2025-12-21
227030,927030,R52332451,1,1.5,2025-12-17
227031,927031,R56807629,1,0.0,2025-12-16
227032,927032,R57417621,1,0.0,2025-12-16
227033,927033,R55143870,1,0.0,2025-12-01
227034,927034,R55910532,1,0.0,2025-12-10
227035,927035,R56390846,1,2.0,2025-11-20
227036,927036,R55296038,1,1.5,2025-12-15
227037,927037,R51720476,1,0.0,2025-12-16
227038,927038,R54523993,1,0.0,2025-12-16
227039,927039,R55268041,1,0.0,2025-12-12
227040,927040,R56422109,1,0.0,2025-12-11
227041,927041,R56393241,1,0.0,2025-12-18
227042,927042,,1,1.5,2025-12-21
227043,927043,R53940283,1,0.0,2025-12-10
227044,927044,,1,1.5,2025-11-10
227045,927045,R58511290,1,2.0,2025-12-16
227046,927046,R54136922,1,2.0,2025-12-19
227047,927047,R52164824,1,0.0,2025-11-30
227048,927048,,1,0.0,2025-12-07
227049,927049,R51987677,1,2.0,2025-12-22
227050,927050,R58578519,1,1.5,2025-12-03
227051,927051,R55507178,1,1.5,2025-11-27
227052,927052,R58217462,1,0.0,2025-12-03
227053,927053,R53831581,1,0.0,2025-12-10
227054,927054,R59590783,1,0.0,2025-11-10
227055,927055,,1,2.0,2025-12-16
227056,927056,R59015243,1,2.0,2025-12-02
227057,927057,R54350102,1,2.0,2025-11-26
227058,927058,R51154543,1,0.0,2025-12-18
227059,927059,R56783109,1,0.0,2025-12-19
227060,927060,R52221565,1,0.0,2025-11-05
227061,927061,R59349328,1,0.0,2025-12-12
227062,927062,R57598523,1,0.0,2025-12-21
227063,927063,R52501917,1,0.0,2025-11-29
227064,927064,,1,0.0,2025-12-10
227065,927065,R57302109,1,0.0,2025-12-11
227066,927066,R55214030,1,1.5,2025-12-17
227067,927067,R55893713,1,1.5,2025-12-05
227068,927068,R56997247,1,0.0,2025-11-25
227069,927069,R57789511,1,1.5,2025-12-07
227070,927070,R58493446,1,0.0,2025-12-05
227071,927071,R56441792,1,2.0,2025-12-18
227072,927072,R51390404,1,0.0,2025-12-19
227073,927073,R54077873,1,0.0,2025-12-01
227074,927074,R58156497,1,2.0,2025-12-04
227075,927075,R53524324,1,0.0,2025-12-07
227076,927076,R55951948,1,0.0,2025-12-09
227077,927077,R56125283,1,2.0,2025-11-25
227078,927078,,1,1.5,2025-12-15
227079,927079,R53533107,1,1.5,2025-12-20
227080,927080,R57252389,1,0.0,2025-12-08
227081,927081,R51510140,1,0.0,2025-12-01
227082,927082,R56719213,1,0.0,2025-12-22
227083,927083,R54299434,1,0.0,2025-12-21
227084,927084,R51544478,1,2.0,2025-12-17
227085,927085,R58976011,1,0.0,2025-12-03
227086,927086,R54644074,1,1.5,2025-12-11
227087,927087,R53625814,1,0.0,2025-12-17
227088,927088,R53320885,1,2.0,2025-12-12
227089,927089,R55791064,1,0.0,2025-12-12
227090,927090,R52796214,1,0.0,2025-12-21
227091,927091,R55519036,1,0.0,2025-12-06
227092,927092,R55187460,1,2.0,2025-12-05
227093,927093,R56130053,1,0.0,2025-12-03
227094,927094,R51445775,1,0.0,2025-12-09
227095,927095,R55916930,1,1.5,2025-12-07
227096,927096,R56646745,1,2.0,2025-11-26
227097,927097,R57831262,1,0.0,2025-12-16
227098,927098,R55189912,1,0.0,2025-12-09
227099,927099,R53748960,1,0.0,2025-12-02
227100,927100,R58142187,1,0.0,2025-12-15
227101,927101,R55031691,1,0.0,2025-12-22
227102,927102,R57975729,1,2.0,2025-11-28
227103,927103,R55222334,1,1.5,2025-12-16
227104,927104,R53069488,1,0.0,2025-12-14
227105,927105,R58711597,1,0.0,2025-12-17
227106,927106,R53744602,1,0.0,2025-12-19
227107,927107,R52479983,1,2.0,2025-11-08
227108,927108,R54274224,1,0.0,2025-12-18
227109,927109,R53388861,1,0.0,2025-11-11
227110,927110,R55509419,1,1.5,2025-12-11
227111,927111,R55030599,1,2.0,2025-12-09
227112,927112,R55329006,1,0.0,2025-12-13
227113,927113,,1,0.0,2025-11-29
227114,927114,R52303640,1,1.5,2025-12-18
227115,927115,R56938054,1,0.0,2025-12-18
227116,927116,R57445072,1,0.0,2025-12-14
227117,927117,R54254608,1,2.0,2025-12-11
227118,927118,R56122496,1,0.0,2025-11-27
227119,927119,R55004451,1,2.0,2025-12-06
227120,927120,R55298078,1,2.0,2025-12-13
227121,927121,R52147191,1,0.0,2025-11-27
227122,927122,R55625487,1,2.0,2025-11-24
227123,927123,R59294091,1,0.0,2025-11-26
227124,927124,R56611670,1,0.0,2025-11-24
227125,927125,R54339614,1,1.5,2025-12-08
227126,927126,R55412029,1,2.0,2025-11-28
227127,927127,R56239301,1,1.5,2025-12-12
227128,927128,R59319291,1,0.0,2025-12-16
227129,927129,R59418999,1,2.0,2025-12-20
227130,927130,R55932188,1,0.0,2025-12-16
227131,927131,R57636807,1,2.0,2025-12-18
227132,927132,R55886146,1,0.0,2025-11-26
227133,927133,R59636547,1,0.0,2025-12-12
227134,927134,R59084033,1,0.0,2025-12-16
227135,927135,,1,1.5,2025-12-07
227136,927136,R55970271,1,0.0,2025-12-20
227137,927137,R56374918,1,1.5,2025-12-17
227138,927138,,1,1.5,2025-12-04
227139,927139,R54290852,1,2.0,2025-12-14
227140,927140,R53782474,1,2.0,2025-12-08
227141,927141,R56946703,1,2.0,2025-12-08
227142,927142,R51872155,1,0.0,2025-12-01
227143,927143,R51686004,1,1.5,2025-12-08
227144,927144,R51175921,1,0.0,2025-11-28
227145,927145,R53967724,1,1.5,2025-12-08
227146,927146,R57263212,1,0.0,2025-11-21
227147,927147,R51054413,1,0.0,2025-12-05
227148,927148,R56696733,1,2.0,2025-12-08
227149,927149,,1,0.0,2025-12-12
227150,927150,R53805490,1,0.0,2025-12-07
227151,927151,R52273258,1,0.0,2025-12-16
227152,927152,R51172176,1,0.0,2025-12-11
227153,927153,R59888768,1,0.0,2025-12-20
227154,927154,R55907601,1,0.0,2025-12-06
227155,927155,R51664626,1,2.0,2025-12-18
227156,927156,R55642929,1,0.0,2025-12-14
227157,927157,R57819826,1,2.0,2025-12-22
227158,927158,R51705898,1,2.0,2025-12-17
227159,927159,R57444047,1,0.0,2025-12-10
227160,927160,R58630480,1,2.0,2025-11-21
227161,927161,R53111775,1,0.0,2025-12-22
227162,927162,R56256666,1,0.0,2025-12-19
227163,927163,R57394327,1,0.0,2025-12-05
227164,927164,R54721379,1,2.0,2025-12-19
227165,927165,R59840820,1,0.0,2025-12-16
227166,927166,R55842891,1,0.0,2025-12-09
227167,927167,,1,0.0,2025-12-05
227168,927168,R52236478,1,2.0,2025-11-28
227169,927169,R51597062,1,2.0,2025-12-05
227170,927170,R53441636,1,0.0,2025-12-22
227171,927171,R56299174,1,0.0,2025-12-13
227172,927172,R54054847,1,1.5,2025-12-04
227173,927173,R56304413,1,0.0,2025-12-15
227174,927174,R58202941,1,0.0,2025-12-22
227175,927175,R59817047,1,2.0,2025-12-22
227176,927176,R58622109,1,0.0,2025-12-01
227177,927177,R59669659,1,0.0,2025-12-18
227178,927178,R59824259,1,0.0,2025-12-15
227179,927179,R51512592,1,0.0,2025-12-15
227180,927180,R57941612,1,0.0,2025-12-05
227181,927181,R58423554,1,2.0,2025-12-17
227182,927182,R51242058,1,2.0,2025-12-03
227183,927183,R53151553,1,0.0,2025-12-02
227184,927184,R52331570,1,2.0,2025-12-12
227185,927185,R58977706,1,1.5,2025-12-05
227186,927186,,1,2.0,2025-12-12
227187,927187,R52827621,1,1.5,2025-12-11
227188,927188,R57391952,1,0.0,2025-12-15
227189,927189,R52153187,1,0.0,2025-12-18
227190,927190,R59714264,1,0.0,2025-12-16
227191,927191,,1,0.0,2025-12-10
227192,927192,R51097390,1,2.0,2025-12-20
227193,927193,R55891251,1,1.5,2025-12-09
227194,927194,R53206244,1,0.0,2025-12-19
227195,927195,R58127964,1,0.0,2025-12-21
227196,927196,R55161245,1,0.0,2025-12-02
227197,927197,R55770088,1,0.0,2025-12-19
227198,927198,R58789927,1,0.0,2025-12-08
227199,927199,R56841890,1,0.0,2025-12-04
227200,927200,R59467436,1,2.0,2025-12-18
227201,927201,R52627103,1,0.0,2025-12-12
227202,927202,R56870088,1,2.0,2025-11-21
227203,927203,R59235779,1,0.0,2025-12-05
227204,927204,R55222545,1,2.0,2025-11-12
227205,927205,R56178068,1,0.0,2025-12-11
227206,927206,R54291388,1,1.5,2025-12-02
227207,927207,R53497764,1,2.0,2025-12-17
227208,927208,,1,1.5,2025-12-08
227209,927209,R59339453,1,1.5,2025-11-25
227210,927210,R54547086,1,0.0,2025-12-14
227211,927211,R52923594,1,1.5,2025-12-07
227212,927212,R52141061,1,1.5,2025-11-18
227213,927213,R52770545,1,0.0,2025-11-18
227214,927214,R54076436,1,0.0,2025-12-18
227215,927215,,1,0.0,2025-12-07
227216,927216,R58349793,1,0.0,2025-12-12
227217,927217,R54576165,1,0.0,2025-12-10
227218,927218,R55357606,1,0.0,2025-12-13
227219,927219,R51469280,1,2.0,2025-12-20
227220,927220,R53361812,1,2.0,2025-12-21
227221,927221,R58972055,1,0.0,2025-12-11
227222,927222,R57188637,1,0.0,2025-12-03
227223,927223,R52419296,1,0.0,2025-12-21
227224,927224,R52922502,1,0.0,2025-12-09
227225,927225,R52650186,1,0.0,2025-12-14
227226,927226,R59317385,1,0.0,2025-12-09
227227,927227,,1,0.0,2025-12-18
227228,927228,R53506691,1,0.0,2025-12-10
227229,927229,R53252219,1,0.0,2025-11-30
227230,927230,R51803566,1,0.0,2025-11-15
227231,927231,R57322539,1,0.0,2025-12-21
227232,927232,,1,2.0,2025-11-28
227233,927233,R56560590,1,2.0,2025-12-11
227234,927234,R55454058,1,0.0,2025-11-19
227235,927235,R53755626,1,0.0,2025-12-18
227236,927236,R59535479,1,0.0,2025-12-22
227237,927237,,1,2.0,2025-12-10
227238,927238,R54993350,1,0.0,2025-12-09
227239,927239,R55021893,1,0.0,2025-12-16
227240,927240,R56844409,1,0.0,2025-12-09
227241,927241,R54355753,1,2.0,2025-11-21
227242,927242,R53630507,1,1.5,2025-12-17
227243,927243,R55900111,1,2.0,2025-12-09
227244,927244,R51118433,1,0.0,2025-12-17
227245,927245,R56264846,1,0.0,2025-12-12
227246,927246,,1,2.0,2025-12-22
227247,927247,R52869650,1,2.0,2025-12-03
227248,927248,R51278158,1,2.0,2025-12-05
227249,927249,R58788366,1,0.0,2025-12-11
227250,927250,R56111998,1,0.0,2025-12-14
227251,927251,R58361028,1,1.5,2025-12-11
227252,927252,R53696989,1,0.0,2025-12-01
227253,927253,R58371392,1,0.0,2025-12-07
227254,927254,R57511075,1,0.0,2025-12-14
227255,927255,R51821611,1,2.0,2025-12-06
227256,927256,R58324804,1,1.5,2025-12-18
227257,927257,R56401066,1,0.0,2025-12-20
227258,927258,R52253240,1,0.0,2025-11-11
227259,927259,R53774629,1,0.0,2025-12-11
227260,927260,R53901396,1,0.0,2025-10-30
227261,927261,R53587741,1,2.0,2025-12-21
227262,927262,R52243231,1,0.0,2025-12-16
227263,927263,R54671860,1,2.0,2025-12-18
227264,927264,R51800156,1,2.0,2025-12-03
227265,927265,R54225941,1,1.5,2025-12-10
227266,927266,R59357910,1,1.5,2025-11-30
227267,927267,R56589947,1,0.0,2025-12-21
227268,927268,R59373714,1,2.0,2025-11-29
227269,927269,R59330258,1,0.0,2025-12-21
