ligne_id,vente_id,ext_id,session_id,famille,designation,quantite,total,vente_date
10040.0,404842.0,R55990423,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2025-11-11
10041.0,404842.0,R55990423,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-11-11
11416.0,405494.0,R57564061,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-11-15
12483.0,405991.0,R51203171,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,72.0,2025-11-30
12484.0,405991.0,R51203171,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-11-30
12504.0,406001.0,R54477060,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,18.0,2025-12-01
13340.0,406391.0,R51514910,1010.0,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-12-07
13341.0,406391.0,R51514910,1010.0,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-12-07
13342.0,406391.0,R51514910,1010.0,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-12-07
13343.0,406391.0,R51514910,1010.0,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-12-07
14076.0,406747.0,R51119726,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2025-12-09
14632.0,407009.0,R52164824,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2025-12-11
14633.0,407009.0,R52164824,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-12-11
14634.0,407009.0,R52164824,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-12-11
15065.0,407223.0,R57624068,,TRAINING,BALLON TAILLE 7,1.0,40.0,2025-12-11
15301.0,407336.0,R56145244,,LIMITED EDITION,HOODIE EDITION LIMITEE,1.0,95.0,2025-12-13
15302.0,407336.0,R56145244,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-12-13
15303.0,407336.0,R56145244,,LIMITED EDITION,T-SHIRT DROP CAPSULE,1.0,45.0,2025-12-13
15304.0,407336.0,R56145244,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2025-12-13
15305.0,407336.0,R56145244,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-12-13
16249.0,407779.0,R54303792,1014.0,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-12-16
16250.0,407779.0,R54303792,1014.0,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2025-12-16
16251.0,407779.0,R54303792,1014.0,ACCESSORIES,MUG CERAMIQUE,1.0,10.8,2025-12-16
16252.0,407779.0,R54303792,1014.0,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-12-16
16253.0,407779.0,R54303792,1014.0,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-12-16
17559.0,408395.0,R54881784,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2025-12-22
459.0,400222.0,R51902805,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-09-05
460.0,400222.0,R51902805,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2025-09-05
1692.0,400822.0,R57701651,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-09-28
1693.0,400822.0,R57701651,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-09-28
2473.0,401224.0,R56060171,,ACCESSORIES,MUG CERAMIQUE,1.0,10.8,2025-10-09
2669.0,401319.0,R52123006,1000.0,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2025-10-09
3071.0,401509.0,R54526723,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-10-10
3072.0,401509.0,R54526723,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-10-10
3073.0,401509.0,R54526723,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2025-10-10
3555.0,401750.0,R59353006,1001.0,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-10-12
3556.0,401750.0,R59353006,1001.0,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2025-10-12
3557.0,401750.0,R59353006,1001.0,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-10-12
3558.0,401750.0,R59353006,1001.0,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-10-12
4135.0,402017.0,R54409774,,ACCESSORIES,PORTE-CLES METAL,1.0,6.8,2025-10-15
4136.0,402017.0,R54409774,,MATCHWEAR,MAILLOT DOMICILE,1.0,81.0,2025-10-15
4137.0,402017.0,R54409774,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,81.0,2025-10-15
4200.0,402047.0,R56060171,,ACCESSORIES,GOURDE ISOTHERME,1.0,19.8,2025-10-15
4201.0,402047.0,R56060171,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-10-15
4339.0,402108.0,R56784603,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-10-15
4340.0,402108.0,R56784603,,ACCESSORIES,MUG CERAMIQUE,2.0,24.0,2025-10-15
4397.0,402130.0,R55023119,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2025-10-15
4689.0,402282.0,R57320633,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2025-10-15
4690.0,402282.0,R57320633,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2025-10-15
4944.0,402405.0,R54409774,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,35.1,2025-10-17
4945.0,402405.0,R54409774,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,35.1,2025-10-17
5858.0,402847.0,R51003065,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,88.2,2025-10-19
5859.0,402847.0,R51003065,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,26.5,2025-10-19
5954.0,402892.0,R54409774,,MATCHWEAR,SHORT DE MATCH,1.0,49.5,2025-10-19
6050.0,402936.0,R58586478,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,88.2,2025-10-19
6051.0,402936.0,R58586478,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-10-19
6052.0,402936.0,R58586478,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,62.1,2025-10-19
6053.0,402936.0,R58586478,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2025-10-19
6054.0,402936.0,R58586478,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,49.5,2025-10-19
6367.0,403076.0,R52376999,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-10-21
6368.0,403076.0,R52376999,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2025-10-21
6369.0,403076.0,R52376999,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2025-10-21
6370.0,403076.0,R52376999,,TRAINING,BALLON TAILLE 7,1.0,40.0,2025-10-21
6371.0,403076.0,R52376999,,LIMITED EDITION,T-SHIRT DROP CAPSULE,1.0,45.0,2025-10-21
6574.0,403187.0,R56697490,,HEADWEAR,CASQUETTE BRODEE,2.0,60.0,2025-10-25
6575.0,403187.0,R56697490,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2025-10-25
6576.0,403187.0,R56697490,,LIMITED EDITION,T-SHIRT DROP CAPSULE,1.0,45.0,2025-10-25
6585.0,403193.0,R59021239,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2025-10-25
7093.0,403437.0,R58586478,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,23.75,2025-10-28
7094.0,403437.0,R58586478,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-10-28
7095.0,403437.0,R58586478,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-10-28
7096.0,403437.0,R58586478,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,49.5,2025-10-28
7097.0,403437.0,R58586478,,TRAINING,SHORT ENTRAINEMENT,1.0,31.5,2025-10-28
7238.0,403509.0,R51474663,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-10-28
7239.0,403509.0,R51474663,,TRAINING,BALLON TAILLE 7,1.0,40.0,2025-10-28
7240.0,403510.0,R56617110,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-10-28
7241.0,403510.0,R56617110,,ACCESSORIES,GOURDE ISOTHERME,1.0,18.7,2025-10-28
7291.0,403535.0,R56334393,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-10-28
7794.0,403763.0,R59262751,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,2.0,50.0,2025-10-31
8423.0,404069.0,R51169935,,ACCESSORIES,PORTE-CLES METAL,1.0,7.2,2025-11-06
8424.0,404069.0,R51169935,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-11-06
8425.0,404069.0,R51169935,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-11-06
8426.0,404069.0,R51169935,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-11-06
9148.0,404418.0,R56060171,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,35.1,2025-11-09
9149.0,404418.0,R56060171,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,35.1,2025-11-09
9348.0,404512.0,R57743057,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-11-09
9783.0,404724.0,R56786509,,ACCESSORIES,PORTE-CLES METAL,1.0,7.2,2025-11-11
9784.0,404724.0,R56786509,,ACCESSORIES,PORTE-CLES METAL,1.0,7.2,2025-11-11
9785.0,404724.0,R56786509,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-11-11
9785.0,404724.0,R56786509,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-11-11
9786.0,404724.0,R56786509,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-11-11
9787.0,404724.0,R56786509,,MATCHWEAR,MAILLOT DOMICILE,1.0,81.0,2025-11-11
9808.0,404734.0,R56060171,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-11-11
10408.0,405024.0,R51003065,,MATCHWEAR,MAILLOT DOMICILE,1.0,81.0,2025-11-13
10409.0,405024.0,R51003065,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,10.8,2025-11-13
12977.0,406221.0,R59146224,,HEADWEAR,CASQUETTE BRODEE,1.0,30.0,2025-12-06
13203.0,406325.0,R56060171,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,13.5,2025-12-07
13204.0,406325.0,R56060171,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,81.0,2025-12-07
13757.0,406602.0,R56060171,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,31.5,2025-12-09
13802.0,406620.0,R59993926,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2025-12-09
14223.0,406820.0,R51003065,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,49.5,2025-12-11
14224.0,406820.0,R51003065,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,62.1,2025-12-11
14225.0,406820.0,R51003065,,HEADWEAR,BONNET HIVER,1.0,25.0,2025-12-11
14226.0,406820.0,R51003065,,ESSENTIALS,CHAUSSETTES PAIRE,2.0,24.0,2025-12-11
14411.0,406906.0,R56060171,,ACCESSORIES,MUG CERAMIQUE,1.0,10.8,2025-12-11
15823.0,407581.0,R56060171,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-12-16
15857.0,407600.0,R58586478,,FAN SEGMENT,ECHARPE SUPPORTER,2.0,40.0,2025-12-16
15858.0,407600.0,R58586478,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,35.1,2025-12-16
15859.0,407600.0,R58586478,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,18.0,2025-12-16
16063.0,407690.0,R58700027,1013.0,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-12-16
16360.0,407829.0,R55011663,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2025-12-16
16361.0,407829.0,R55011663,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-12-16
16362.0,407829.0,R55011663,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-12-16
17395.0,408318.0,R52133437,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2025-12-21
17396.0,408318.0,R52133437,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2025-12-21
17533.0,408381.0,R59702215,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-12-21
17574.0,408404.0,R51967984,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,3.0,294.0,2025-12-22
17735.0,408483.0,R53546804,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,62.1,2025-12-23
17736.0,408483.0,R53546804,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,88.2,2025-12-23
17950.0,408590.0,R59395303,,ACCESSORIES,MUG CERAMIQUE,1.0,11.4,2025-12-23
17951.0,408590.0,R59395303,,ACCESSORIES,MUG CERAMIQUE,2.0,19.2,2025-12-23
174.0,400085.0,R58186668,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-08-28
2580.0,401276.0,R52444965,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-10-09
2581.0,401276.0,R52444965,,MATCHWEAR,MAILLOT EXTERIEUR,2.0,162.0,2025-10-09
2582.0,401276.0,R52444965,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,35.1,2025-10-09
2607.0,401288.0,R51325081,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,18.0,2025-10-09
2608.0,401288.0,R51325081,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-10-09
2609.0,401288.0,R51325081,,ACCESSORIES,PORTE-CLES METAL,1.0,7.2,2025-10-09
3568.0,401756.0,R59949321,1001.0,MATCHWEAR,MAILLOT FLOQUE JOUEUR,2.0,196.0,2025-10-12
3951.0,401937.0,R59493651,,SKYLINE,TOTE BAG SKYLINE,1.0,18.0,2025-10-14
3952.0,401937.0,R59493651,,HEADWEAR,BONNET HIVER,1.0,25.0,2025-10-14
3953.0,401937.0,R59493651,,HEADWEAR,BONNET HIVER,1.0,25.0,2025-10-14
4771.0,402327.0,R57550652,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-10-16
6154.0,402983.0,R57538938,1004.0,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-10-19
6155.0,402983.0,R57538938,1004.0,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-10-19
6156.0,402983.0,R57538938,1004.0,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2025-10-19
6588.0,403196.0,R58466340,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2025-10-25
6589.0,403196.0,R58466340,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2025-10-25
6590.0,403196.0,R58466340,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-10-25
6591.0,403196.0,R58466340,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2025-10-25
6592.0,403196.0,R58466340,,LIMITED EDITION,HOODIE EDITION LIMITEE,1.0,95.0,2025-10-25
6593.0,403196.0,R58466340,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-10-25
7338.0,403556.0,R52663739,1005.0,ESSENTIALS,CHAUSSETTES PAIRE,2.0,22.8,2025-10-28
7339.0,403556.0,R52663739,1005.0,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2025-10-28
7762.0,403748.0,R55344187,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-10-30
7813.0,403773.0,R51072401,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-10-31
7814.0,403773.0,R51072401,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-10-31
7815.0,403773.0,R51072401,,SKYLINE,TOTE BAG SKYLINE,1.0,18.0,2025-10-31
7816.0,403773.0,R51072401,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-10-31
8378.0,404045.0,R58930505,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-11-06
8379.0,404045.0,R58930505,,FAN SEGMENT,HOODIE FAN CAPUCHE,3.0,207.0,2025-11-06
9232.0,404457.0,R51325081,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,18.0,2025-11-09
9911.0,404785.0,R51325081,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,35.1,2025-11-11
9912.0,404785.0,R51325081,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,18.0,2025-11-11
11958.0,405746.0,R52557633,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,31.2,2025-11-25
11959.0,405746.0,R52557633,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,10.5,2025-11-25
11960.0,405746.0,R52557633,,FAN SEGMENT,T-SHIRT FAN LOGO,2.0,49.0,2025-11-25
12895.0,406180.0,R51416840,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2025-12-06
12896.0,406180.0,R51416840,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2025-12-06
12897.0,406180.0,R51416840,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2025-12-06
13301.0,406371.0,R59826098,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-12-07
13302.0,406371.0,R59826098,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-12-07
13303.0,406371.0,R59826098,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2025-12-07
13304.0,406371.0,R59826098,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-12-07
13305.0,406371.0,R59826098,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-12-07
13351.0,406395.0,R51802005,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-12-07
13352.0,406395.0,R51802005,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-12-07
13353.0,406395.0,R51802005,,FAN SEGMENT,HOODIE FAN CAPUCHE,2.0,138.0,2025-12-07
13542.0,406500.0,R56423891,,HEADWEAR,BONNET HIVER,1.0,25.0,2025-12-08
13543.0,406500.0,R56423891,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-12-08
13908.0,406674.0,R54696725,1011.0,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2025-12-09
13909.0,406674.0,R54696725,1011.0,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-12-09
13959.0,406696.0,R52219870,1014.0,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-12-09
14068.0,406741.0,R54876947,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,62.1,2025-12-09
14468.0,406934.0,R51046645,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,22.5,2025-12-11
14469.0,406934.0,R51046645,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,49.5,2025-12-11
14817.0,407100.0,R55129570,1012.0,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-12-11
14818.0,407100.0,R55129570,1012.0,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2025-12-11
17665.0,408449.0,R56115619,,ACCESSORIES,PORTE-CLES METAL,2.0,16.0,2025-12-23
17666.0,408449.0,R56115619,,ACCESSORIES,PORTE-CLES METAL,1.0,7.2,2025-12-23
17667.0,408449.0,R56115619,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,22.5,2025-12-23
17668.0,408449.0,R56115619,,MATCHWEAR,SHORT DE MATCH,1.0,49.5,2025-12-23
17669.0,408449.0,R56115619,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-12-23
18139.0,408676.0,R53233350,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-12-23
18140.0,408676.0,R53233350,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2025-12-23
18386.0,408800.0,R54591768,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2025-12-27
18387.0,408800.0,R54591768,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-12-27
18388.0,408800.0,R54591768,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-12-27
1672.0,400811.0,R59777336,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-09-28
1673.0,400811.0,R59777336,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-09-28
2207.0,401096.0,R56338128,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-10-07
2208.0,401096.0,R56338128,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2025-10-07
2209.0,401096.0,R56338128,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-10-07
2210.0,401096.0,R56338128,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2025-10-07
2211.0,401096.0,R56338128,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-10-07
2401.0,401188.0,R51510284,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,81.0,2025-10-09
2515.0,401249.0,R52688192,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-10-09
2516.0,401249.0,R52688192,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,88.2,2025-10-09
2517.0,401249.0,R52688192,,MATCHWEAR,MAILLOT DOMICILE,3.0,243.0,2025-10-09
2664.0,401316.0,R51730830,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-10-09
2665.0,401316.0,R51730830,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-10-09
3400.0,401664.0,R52688192,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-10-12
3417.0,401676.0,R55224240,,ESSENTIALS,SWEAT ESSENTIEL CREW,3.0,165.0,2025-10-12
3418.0,401676.0,R55224240,,ACCESSORIES,MUG CERAMIQUE,1.0,10.8,2025-10-12
3419.0,401676.0,R55224240,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-10-12
3420.0,401676.0,R55224240,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,88.2,2025-10-12
3421.0,401676.0,R55224240,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-10-12
3667.0,401809.0,R53632078,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2025-10-12
3668.0,401809.0,R53632078,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2025-10-12
3669.0,401809.0,R53632078,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-10-12
3670.0,401809.0,R53632078,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-10-12
3671.0,401809.0,R53632078,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-10-12
3672.0,401809.0,R53632078,,ACCESSORIES,GOURDE ISOTHERME,3.0,66.0,2025-10-12
4279.0,402081.0,R55224240,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2025-10-15
4280.0,402081.0,R55224240,,HEADWEAR,BONNET HIVER,1.0,22.5,2025-10-15
4281.0,402081.0,R55224240,,ACCESSORIES,MUG CERAMIQUE,1.0,10.2,2025-10-15
4433.0,402151.0,R51342389,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-10-15
4607.0,402237.0,R55812040,,MATCHWEAR,MAILLOT EXTERIEUR,2.0,180.0,2025-10-15
5028.0,402450.0,R52688192,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2025-10-17
5029.0,402450.0,R52688192,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,31.5,2025-10-17
5030.0,402450.0,R52688192,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-10-17
5295.0,402577.0,R52095622,1003.0,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-10-17
5312.0,402585.0,R53060484,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,76.5,2025-10-17
6070.0,402944.0,R55224240,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,2.0,78.0,2025-10-19
6071.0,402944.0,R55224240,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-10-19
6072.0,402944.0,R55224240,,ACCESSORIES,MUG CERAMIQUE,1.0,10.8,2025-10-19
6073.0,402944.0,R55224240,,MATCHWEAR,MAILLOT DOMICILE,2.0,180.0,2025-10-19
6074.0,402944.0,R55224240,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,33.15,2025-10-19
7105.0,403443.0,R55224240,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-10-28
7106.0,403443.0,R55224240,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,18.0,2025-10-28
8268.0,403991.0,R52688192,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2025-11-06
9838.0,404752.0,R52688192,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,10.8,2025-11-11
9839.0,404752.0,R52688192,,HEADWEAR,BONNET HIVER,1.0,22.5,2025-11-11
9840.0,404752.0,R52688192,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,31.5,2025-11-11
9841.0,404752.0,R52688192,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,49.5,2025-11-11
10682.0,405137.0,R55224240,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2025-11-13
10683.0,405137.0,R55224240,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,81.0,2025-11-13
11581.0,405570.0,R51204196,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-11-19
11582.0,405570.0,R51204196,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-11-19
13225.0,406337.0,R52688192,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-12-07
13448.0,406449.0,R51075801,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-12-07
13449.0,406449.0,R51075801,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,62.1,2025-12-07
13561.0,406508.0,R51060131,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-12-08
13562.0,406508.0,R51060131,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2025-12-08
13563.0,406508.0,R51060131,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-12-08
13564.0,406508.0,R51060131,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-12-08
13565.0,406508.0,R51060131,,FAN SEGMENT,HOODIE FAN CAPUCHE,2.0,138.0,2025-12-08
13576.0,406516.0,R57655398,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-12-08
13577.0,406516.0,R57655398,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2025-12-08
13947.0,406690.0,R54180713,1033.0,HEADWEAR,BONNET HIVER,2.0,50.0,2025-12-09
