payment_id,order_id,ext_id,payment_type_id,amount,payment_date
301606,901033,R51632951,2,1922.0,2025-07-26
301619,901041,R51821755,2,4626.38,2025-08-02
301620,901042,R51834628,2,800.67,2025-07-13
301629,901047,R52124577,2,1459.05,2025-07-09
301637,901052,,2,604.95,2025-07-26
301640,901053,R52461114,2,1922.0,2025-08-03
301647,901057,R52534674,2,1921.63,2025-07-03
301649,901058,R52557968,2,4626.38,2025-07-26
301670,901074,R53354255,2,1103.21,2025-07-03
301676,901079,R53552254,2,800.67,2025-07-05
301679,901082,R53673628,2,1103.21,2025-08-16
301681,901084,R53733089,2,1459.0,2025-08-06
301687,901089,R53941509,2,2348.82,2025-07-22
301691,901092,R54037137,2,2758.11,2025-07-27
301696,901094,R54111923,2,1921.63,2025-07-27
301697,901095,R54124796,2,1459.05,2025-07-27
301702,901097,R54194065,2,1459.05,2025-07-18
301704,901099,R54268851,2,1459.05,2025-07-03
301708,901101,R54328925,2,604.95,2025-08-13
301709,901102,R54418423,2,1103.0,2025-07-14
301713,901105,,2,1459.05,2025-08-01
301734,901123,R55847326,2,1103.0,2025-08-08
301735,901124,,2,1103.21,2025-07-17
301751,901134,R56340178,2,1103.21,2025-08-19
301763,901141,R56707978,2,604.95,2025-08-24
301764,901142,R56755792,2,4626.38,2025-08-19
301768,901146,R57088038,2,2349.0,2025-08-16
301779,901152,R57298910,2,800.67,2025-07-29
301781,901154,R57442352,2,801.0,2025-08-03
301796,901164,R57870226,2,2348.82,2025-08-17
301800,901168,R58164466,2,11387.82,2025-07-09
301810,901174,R58405375,2,1103.0,2025-07-19
301811,901175,R58452576,2,9075.0,2025-07-04
301823,901184,R58776853,2,1459.05,2025-07-23
301830,901190,R59440119,2,1921.63,2025-08-23
301833,901191,R59483029,2,2348.82,2025-08-24
301841,901195,R59579270,2,4626.38,2025-07-09
301842,901196,R59586626,2,801.0,2025-08-04
301849,901200,R59736811,2,1103.21,2025-08-08
301852,901201,R59757653,2,1459.05,2025-07-28
301853,901202,R59760105,2,1921.63,2025-08-16
301867,901210,R51332035,2,2348.82,2025-07-12
301872,901215,R51514709,2,2758.11,2025-07-15
301874,901217,R51811401,2,5338.01,2025-08-10
301878,901220,R51995301,2,2758.0,2025-08-07
301898,901232,R52576425,2,1459.05,2025-08-20
301899,901233,R52597880,2,800.67,2025-08-05
301914,901239,R52792201,2,2758.11,2025-08-02
301919,901242,R52933191,2,11387.82,2025-08-10
301920,901243,R52956485,2,1103.0,2025-07-22
301923,901245,R53030658,2,11743.68,2025-07-28
301935,901252,R53454241,2,1459.05,2025-08-17
301965,901270,R54180033,2,11387.82,2025-07-27
301971,901273,R54259110,2,1103.21,2025-07-24
301973,901274,R54269531,2,4626.38,2025-07-12
301978,901278,,2,800.67,2025-08-18
301979,901279,R54576644,2,1459.0,2025-07-17
301984,901283,R54931571,2,1103.21,2025-08-16
301985,901284,R54941379,2,1103.21,2025-07-07
301988,901286,R55048654,2,604.95,2025-07-12
301993,901289,R55156542,2,4626.38,2025-08-18
302006,901297,R55756669,2,4626.38,2025-08-21
302009,901300,R55819195,2,800.67,2025-07-12
302011,901302,R55864557,2,1459.05,2025-08-15
302013,901303,R55867622,2,4626.0,2025-08-20
302023,901309,R56147150,2,534.0,2025-07-27
302024,901310,R56285688,2,1103.21,2025-08-14
302025,901311,R56327985,2,5338.01,2025-08-02
302030,901314,R56403384,2,1103.0,2025-08-21
302036,901318,,2,2348.82,2025-07-30
302051,901328,R56797543,2,1921.63,2025-08-21
302052,901329,,2,800.67,2025-08-17
302057,901333,R57314915,2,1459.0,2025-08-24
302058,901334,R57332079,2,1103.21,2025-08-15
302066,901338,R57499428,2,800.67,2025-08-23
302070,901341,R57737885,2,1921.63,2025-08-05
302076,901343,R57815123,2,1921.63,2025-08-03
302078,901345,R57915042,2,800.67,2025-07-19
302084,901349,R58061549,2,5693.84,2025-08-03
302087,901350,R58141239,2,5693.84,2025-07-22
302089,901351,,2,11743.68,2025-07-24
302094,901355,R58466742,2,5693.84,2025-08-07
302112,901369,R59064417,2,1921.63,2025-07-24
302118,901373,R59176596,2,1459.05,2025-08-13
302127,901378,R59444477,2,1921.63,2025-08-22
302135,901382,R59708067,2,604.95,2025-08-14
302137,901384,R59804921,2,1103.21,2025-08-22
302138,901385,R59817794,2,800.67,2025-08-15
302144,901388,R51004760,2,2758.0,2025-07-13
302154,901396,R51295322,2,5338.0,2025-08-22
302159,901400,R51484126,2,1103.0,2025-08-16
302166,901404,R51618986,2,1103.0,2025-08-06
302169,901406,R51671704,2,5693.84,2025-08-23
302174,901409,R51714001,2,604.95,2025-07-23
302182,901415,R52174364,2,1459.05,2025-07-09
302184,901416,R52233825,2,11744.0,2025-08-01
302187,901418,R52323936,2,4626.38,2025-07-06
302188,901419,R52396270,2,1459.05,2025-08-13
302196,901425,R52615111,2,2348.82,2025-08-11
302202,901430,R53039307,2,1459.05,2025-07-06
302203,901431,R53073635,2,1459.05,2025-08-22
302209,901434,R53282055,2,604.95,2025-07-03
302211,901435,R53283281,2,801.0,2025-07-27
302225,901443,R53655985,2,604.95,2025-07-03
302228,901444,R53744257,2,1103.21,2025-08-15
302232,901446,R53806170,2,1459.05,2025-07-13
302235,901447,R53831303,2,1103.21,2025-07-26
302240,901450,R53871148,2,11743.68,2025-07-28
302252,901458,R54265920,2,2348.82,2025-07-25
302260,901462,R54549126,2,4626.38,2025-08-16
302268,901467,R54762450,2,11743.68,2025-07-21
302270,901469,R54824976,2,2758.11,2025-07-14
302285,901480,R55446558,2,5694.0,2025-08-23
302297,901486,R55632297,2,604.95,2025-07-03
302299,901487,R55700340,2,1103.21,2025-07-28
302308,901491,R55873819,2,1459.05,2025-08-12
302316,901495,R56166833,2,1103.21,2025-07-24
302321,901498,R56273495,2,1103.0,2025-07-13
302324,901499,R56315179,2,604.95,2025-08-14
302335,901507,R56787802,2,11388.0,2025-07-18
302363,901525,R57389155,2,1459.05,2025-08-11
302375,901535,R57861165,2,1922.0,2025-07-02
302397,901548,R58385280,2,2758.11,2025-07-20
302433,901573,R59339108,2,2758.11,2025-08-02
302451,901582,R59665837,2,1103.21,2025-07-19
302455,901584,,2,1921.63,2025-07-18
302457,901585,R59720394,2,1922.0,2025-08-22
302462,901587,R59820313,2,1922.0,2025-08-19
302465,901588,R59847285,2,1921.63,2025-08-08
302472,901592,R51002375,2,1459.0,2025-07-12
302474,901593,R51002988,2,5338.01,2025-08-08
302477,901596,R51142752,2,1459.0,2025-07-25
302480,901599,R51148882,2,800.67,2025-07-12
302488,901604,R51697517,2,2349.0,2025-08-13
302490,901605,R51718972,2,1459.0,2025-07-25
302492,901607,R51763721,2,605.0,2025-08-25
302496,901609,R51804792,2,1459.05,2025-08-04
302499,901611,R51926166,2,1459.05,2025-08-20
302500,901612,R51933522,2,2758.0,2025-07-18
302506,901615,R52029763,2,604.95,2025-08-24
302507,901616,R52039571,2,1459.0,2025-08-01
302520,901628,R52872025,2,1103.21,2025-07-08
302531,901634,R53182203,2,1921.63,2025-07-31
302544,901641,R53546938,2,1459.05,2025-08-10
302552,901645,R53779878,2,5694.0,2025-08-01
302565,901653,R54167907,2,800.67,2025-08-20
302577,901661,R54458469,2,1459.05,2025-07-18
302578,901662,R54467664,2,4626.38,2025-07-03
302589,901668,R54708573,2,2348.82,2025-07-29
302590,901669,R54722672,2,800.67,2025-08-16
302592,901670,R54767421,2,800.67,2025-07-15
302594,901672,R54785811,2,605.0,2025-07-25
302595,901673,R54799910,2,5693.84,2025-08-18
302599,901675,R54835464,2,1103.0,2025-08-25
302603,901679,R55104571,2,1459.0,2025-07-03
302607,901682,R55324638,2,5338.0,2025-07-26
302615,901687,R55577807,2,533.8,2025-07-18
302627,901695,,2,800.67,2025-08-07
302635,901700,R56303599,2,604.95,2025-07-18
302636,901701,R56307277,2,1103.0,2025-07-20
302641,901704,R56470948,2,1459.0,2025-07-24
302642,901705,R56521214,2,2758.11,2025-07-29
302648,901709,,2,1459.05,2025-08-24
302659,901715,R56793999,2,800.67,2025-07-18
302663,901717,R56819132,2,1103.0,2025-07-17
302666,901720,R57012840,2,1459.0,2025-07-22
302678,901725,R57226164,2,800.67,2025-07-06
302679,901726,R57231068,2,1103.21,2025-07-13
302683,901728,R57266622,2,1459.0,2025-07-08
302686,901729,R57457265,2,801.0,2025-07-10
302694,901734,R57620323,2,2758.0,2025-08-03
302698,901736,R57680397,2,800.67,2025-07-22
302700,901737,R57719629,2,5693.84,2025-08-16
302707,901742,R57999157,2,1921.63,2025-08-25
302712,901746,R58447873,2,4626.38,2025-08-18
302717,901749,R58554535,2,4626.38,2025-08-05
302720,901752,,2,1459.05,2025-07-02
302729,901758,R58890459,2,1103.21,2025-07-28
302737,901764,R59082328,2,1459.05,2025-08-23
302738,901765,R59117882,2,801.0,2025-07-14
302758,901777,R59608282,2,5338.0,2025-07-23
302759,901778,R59679390,2,800.67,2025-08-06
302767,901783,R59936850,2,1459.0,2025-07-02
302774,901787,R51034931,2,11743.68,2025-07-01
302775,901788,R51052708,2,800.67,2025-08-01
302798,901803,R51882097,2,1103.21,2025-07-04
302818,901817,R52591338,2,1459.05,2025-07-21
302821,901819,R53004500,2,1459.0,2025-08-04
302839,901829,R53494287,2,4626.38,2025-08-04
302849,901837,R53799561,2,1103.0,2025-08-03
302850,901839,R53846762,2,800.67,2025-08-06
302853,901840,R53854731,2,1459.0,2025-08-20
302860,901844,R53967523,2,605.0,2025-08-12
302861,901845,R54090123,2,1459.0,2025-07-31
302876,901853,R54350035,2,800.67,2025-08-20
302879,901856,R54394784,2,11743.68,2025-08-14
302882,901857,R54399075,2,1103.21,2025-07-09
302883,901858,R54411335,2,800.67,2025-08-11
302886,901860,R54491638,2,800.67,2025-07-19
302891,901864,,2,4626.38,2025-07-12
302900,901872,R55151226,2,1459.0,2025-07-20
302905,901875,R55255436,2,1459.05,2025-08-01
302915,901880,R55398878,2,1459.05,2025-07-06
302918,901882,R55411138,2,800.67,2025-07-18
302922,901885,R55476116,2,4626.38,2025-07-15
302929,901889,R55672276,2,11743.68,2025-08-21
302934,901892,R55780777,2,2348.82,2025-07-19
302937,901894,R55805910,2,801.0,2025-07-28
302943,901898,R55910733,2,5338.01,2025-08-11
302949,901902,R56053562,2,605.0,2025-07-21
302960,901909,R56386421,2,2758.11,2025-07-05
302964,901911,R56461820,2,1459.05,2025-07-28
302965,901912,R56482049,2,1459.0,2025-08-12
302967,901914,R56563578,2,604.95,2025-07-19
302973,901919,R56672079,2,1921.63,2025-08-17
302988,901929,R56985935,2,2758.0,2025-08-04
302989,901930,R56987774,2,11743.68,2025-07-17
302993,901934,R57095049,2,1103.0,2025-07-26
303004,901939,R57287531,2,1459.05,2025-08-05
303007,901940,R57288757,2,605.0,2025-07-26
303012,901944,R57392967,2,1459.0,2025-07-07
303013,901945,R57430360,2,1921.63,2025-07-30
303017,901947,,2,1459.0,2025-08-12
303021,901949,R57548669,2,801.0,2025-08-20
303026,901953,,2,2758.0,2025-08-04
303027,901954,R57802451,2,1921.63,2025-07-26
303031,901956,R57840457,2,2348.82,2025-07-16
303035,901959,R57956314,2,2348.82,2025-08-16
303048,901966,R58088722,2,1103.21,2025-07-05
303059,901974,R58593221,2,4626.38,2025-07-29
303063,901977,R58780186,2,5693.84,2025-07-23
303068,901979,R58950600,2,1921.63,2025-08-04
303081,901986,R59168215,2,5338.01,2025-07-14
303087,901990,R59412802,2,1459.05,2025-07-24
303090,901991,R59469811,2,2758.0,2025-08-21
303096,901994,R59709494,2,1459.0,2025-07-16
303105,901999,R59889103,2,604.95,2025-07-12
303111,902002,R59993926,2,604.95,2025-08-05
303113,902004,R51153920,2,1922.0,2025-08-17
303114,902005,R51557274,2,1922.0,2025-07-12
303118,902008,R51754047,2,1922.0,2025-07-30
303123,902012,,2,1922.0,2025-08-10
303125,902013,R51847223,2,2348.82,2025-07-08
303140,902024,R52225444,2,1103.0,2025-08-24
303159,902033,R52502520,2,605.0,2025-08-02
303163,902036,R52590179,2,1921.63,2025-08-13
303170,902039,R52804729,2,1459.05,2025-07-28
303174,902043,R52997824,2,1459.0,2025-07-17
303177,902045,,2,2348.82,2025-07-12
303182,902049,R53201953,2,1921.63,2025-08-22
303199,902057,R53354590,2,1922.0,2025-07-21
303207,902061,R53653121,2,1921.63,2025-07-07
303209,902063,R53693579,2,4626.0,2025-08-08
303216,902067,R53753653,2,1103.21,2025-07-26
303219,902070,R53840086,2,800.67,2025-08-06
303222,902072,R53860928,2,11387.82,2025-07-27
303223,902073,R53863380,2,1459.0,2025-07-24
303246,902085,R54395464,2,800.67,2025-07-03
303247,902086,R54440826,2,5693.84,2025-08-06
303256,902091,R54668249,2,1459.05,2025-07-21
303258,902093,R54725871,2,1103.21,2025-08-19
303269,902100,R54991300,2,1459.05,2025-07-24
303275,902104,R55146389,2,1922.0,2025-08-21
303284,902109,,2,9074.71,2025-07-03
303286,902110,R55440016,2,5338.01,2025-08-17
303295,902116,R55869729,2,1921.63,2025-08-16
303296,902117,R55884441,2,1459.0,2025-08-15
303306,902122,R56138223,2,5693.84,2025-07-22
303308,902124,R56149870,2,9075.0,2025-07-15
303314,902127,R56212396,2,5338.01,2025-07-15
303319,902130,R56418977,2,1459.0,2025-08-07
303320,902131,R56428785,2,1921.63,2025-08-10
303321,902132,,2,2758.11,2025-08-16
303331,902138,R56610233,2,800.67,2025-08-09
303337,902142,R56784938,2,1922.0,2025-08-08
303342,902146,R56920411,2,1921.63,2025-07-30
303349,902151,R57036268,2,2349.0,2025-07-12
303355,902153,R57100633,2,2348.82,2025-07-01
303361,902157,R57322539,2,1103.21,2025-07-29
303362,902158,,2,800.67,2025-08-03
303363,902159,R57389969,2,800.67,2025-08-16
303370,902164,R57750413,2,800.67,2025-07-08
303393,902179,R58564477,2,11743.68,2025-07-05
303395,902181,R58591449,2,2758.11,2025-07-16
303408,902189,R58970283,2,604.95,2025-08-15
303422,902197,R59390188,2,604.95,2025-07-26
303436,902205,R59685654,2,1459.05,2025-08-11
303457,902217,R51155826,2,800.67,2025-08-01
303477,902229,R51507075,2,11388.0,2025-07-25
303481,902231,R51604542,2,2348.82,2025-07-08
303489,902236,R51847903,2,2758.11,2025-07-31
303492,902239,R52094329,2,5338.0,2025-08-01
303500,902244,R52478067,2,604.95,2025-07-01
303501,902246,R52562048,2,1459.0,2025-08-01
303502,902247,R52565113,2,800.67,2025-08-03
303503,902248,,2,604.95,2025-07-29
303504,902249,R52673001,2,1921.63,2025-08-25
303505,902250,R52696295,2,11388.0,2025-08-22
303521,902259,R52935365,2,604.95,2025-07-18
303529,902264,R53064708,2,604.95,2025-08-10
303541,902272,R53241252,2,1103.21,2025-07-19
303545,902274,R53349753,2,1921.63,2025-07-15
303546,902275,R53358948,2,605.0,2025-07-06
303554,902280,R53594953,2,800.67,2025-08-01
303558,902284,,2,605.0,2025-07-01
303560,902285,R53811342,2,1103.0,2025-08-12
303573,902292,R54310324,2,533.8,2025-07-12
303600,902310,R55184462,2,5693.84,2025-08-06
303611,902318,R55581686,2,5693.84,2025-08-02
303613,902320,R55746583,2,2758.0,2025-07-21
303620,902326,R55966037,2,1459.05,2025-08-18
303624,902329,R56011399,2,5693.84,2025-08-24
303627,902331,R56118061,2,1459.0,2025-07-15
303646,902345,R56754355,2,2758.0,2025-08-23
303647,902346,R56782553,2,5338.01,2025-07-30
303652,902348,R56823011,2,5694.0,2025-08-07
303653,902349,R56863469,2,2758.11,2025-08-12
303659,902353,R57038787,2,1103.21,2025-08-22
303661,902355,R57112960,2,9075.0,2025-07-31
303679,902368,R57418847,2,604.95,2025-07-21
303698,902379,R57852238,2,2758.11,2025-07-27
303702,902383,R58059432,2,1459.05,2025-07-21
303705,902385,R58278886,2,2348.82,2025-07-14
303711,902388,R58484854,2,1103.21,2025-07-04
303728,902396,R58937248,2,1921.63,2025-07-29
303732,902398,R58945217,2,1459.0,2025-07-01
303736,902401,R59365735,2,11743.68,2025-08-21
303738,902403,,2,801.0,2025-08-09
303753,902413,R51011225,2,1921.63,2025-08-16
303766,902423,R51360635,2,4626.0,2025-08-20
303770,902425,R51385155,2,1921.63,2025-07-04
303771,902426,R51423774,2,1459.05,2025-07-13
303772,902427,R51435421,2,2349.0,2025-08-10
303777,902430,R51605222,2,1459.05,2025-07-15
303782,902434,R51676943,2,1103.21,2025-07-12
303793,902440,R51955245,2,1921.63,2025-07-26
303813,902452,R52706783,2,1921.63,2025-08-17
303839,902469,R53297102,2,2758.11,2025-07-14
303842,902471,R53363306,2,1103.21,2025-07-01
303843,902472,R53399473,2,800.67,2025-07-27
303852,902477,R53523299,2,1103.21,2025-08-11
303868,902486,R54041897,2,1103.21,2025-07-17
303870,902488,R54052931,2,604.95,2025-07-13
303871,902489,R54081742,2,1103.21,2025-08-15
303873,902490,R54124652,2,11387.82,2025-08-14
303880,902494,,2,1103.21,2025-07-05
303884,902496,R54470997,2,1103.21,2025-07-25
303885,902497,R54489387,2,604.95,2025-07-26
303889,902499,R54580111,2,11387.82,2025-08-10
303892,902502,R54711906,2,4626.38,2025-07-20
303896,902504,R54843088,2,1459.05,2025-07-27
303909,902512,R55589109,2,2758.11,2025-07-17
303910,902513,R55672477,2,2348.82,2025-08-17
303915,902517,R55874154,2,801.0,2025-08-20
303927,902526,,2,1459.05,2025-08-24
303929,902528,R56256053,2,2348.82,2025-07-13
303935,902531,R56495123,2,1459.05,2025-08-22
303939,902533,R56556423,2,2758.11,2025-08-02
303951,902538,R56750744,2,1103.21,2025-07-02
303952,902539,R56751357,2,11744.0,2025-07-06
303968,902547,R57258308,2,604.95,2025-07-02
303970,902548,R57299992,2,2348.82,2025-08-21
303980,902554,R57504121,2,1459.0,2025-08-11
303981,902555,,2,1103.21,2025-07-27
303991,902561,R57770776,2,1459.0,2025-07-24
304004,902571,R58299795,2,1922.0,2025-07-16
304019,902577,R58530896,2,800.67,2025-07-30
304020,902578,R58584840,2,801.0,2025-08-09
304024,902581,R58784678,2,1459.05,2025-08-06
304032,902587,R58941606,2,800.67,2025-07-03
304037,902592,R59098534,2,2758.0,2025-07-25
304064,902606,R58087027,1,255.21,2025-09-24
304078,902615,R51647251,1,150.24,2025-09-14
304083,902617,R54028210,1,152.08,2025-09-30
304088,902619,R52843358,1,28.75,2025-10-02
304093,902625,R53219673,1,306.03,2025-09-22
304102,902630,R56563990,1,918.0,2025-09-22
304103,902631,R52500135,1,58.0,2025-09-20
304128,902645,R53280360,1,143.74,2025-10-06
304129,902646,R54406029,1,76.04,2025-09-27
304133,902649,R58386372,1,57.5,2025-09-02
304151,902660,R59401634,1,158.0,2025-09-19
304152,902662,R58315053,1,556.4,2025-10-04
304159,902667,R52862562,1,120.56,2025-09-13
304178,902677,R54620713,1,122.0,2025-09-27
304186,902683,R58563328,1,215.61,2025-10-04
304202,902691,R58486090,1,297.0,2025-09-30
304205,902692,R53123288,1,152.08,2025-09-08
304207,902693,R53806850,1,57.5,2025-09-14
304211,902696,R52166663,1,152.08,2025-09-07
304212,902697,,1,0.0,2025-09-09
304228,902706,R52071581,1,200.32,2025-10-05
304240,902715,R53616552,1,1187.0,2025-09-16
304241,902716,R54570112,1,31.54,2025-09-09
304244,902718,R58928120,1,361.68,2025-09-16
304245,902719,R56346174,1,241.12,2025-09-30
304246,902720,R54941101,1,63.08,2025-09-24
304257,902726,R57355507,1,621.0,2025-10-06
304259,902728,R54623778,1,38.02,2025-09-22
304273,902738,R59895099,1,31.54,2025-09-22
304274,902739,R59004075,1,83.48,2025-10-03
304282,902743,R51261818,1,152.0,2025-09-27
304291,902748,R58152618,1,473.0,2025-09-24
304312,902764,R56556289,1,41.74,2025-09-27
304318,902767,R52188051,1,0.0,2025-10-08
304323,902769,R53710877,1,21.0,2025-09-10
304326,902770,R53526297,1,76.04,2025-10-07
304329,902772,R58504547,1,129.0,2025-09-16
304336,902776,,1,139.0,2025-09-18
304339,902778,R55319600,1,100.0,2025-09-15
304340,902779,R52901449,1,122.42,2025-09-23
304347,902785,R53317887,1,76.0,2025-09-27
304351,902787,,1,50.08,2025-10-01
304353,902789,R55251011,1,0.0,2025-09-25
304363,902794,R52441967,1,42.0,2025-10-07
304364,902795,R51852204,1,0.0,2025-09-22
304367,902798,,1,28.75,2025-09-30
304369,902799,R57330853,1,53.82,2025-09-23
304370,902800,R58935141,1,15.77,2025-09-19
304372,902802,R56405970,1,612.06,2025-10-02
304382,902807,R57827172,1,152.0,2025-09-07
304389,902814,R57709898,1,122.42,2025-10-01
304390,902815,R55959294,1,43.0,2025-09-30
304398,902821,R59793954,1,57.5,2025-09-18
304410,902830,R59174144,1,185.43,2025-09-27
304425,902839,R55361897,1,86.0,2025-10-02
304431,902843,R56331117,1,65.4,2025-10-05
304433,902844,R58046502,1,50.08,2025-09-21
304435,902845,R52620896,1,38.0,2025-09-29
304441,902848,R56586336,1,13.56,2025-10-02
304444,902850,R55971497,1,152.08,2025-09-16
304445,902851,R51422625,1,16.0,2025-09-26
304458,902859,R58721003,1,482.0,2025-09-08
304464,902862,R54617648,1,86.14,2025-10-08
304468,902865,R51379236,1,50.0,2025-10-03
304484,902876,R59679189,1,86.25,2025-10-03
304486,902878,R55737321,1,38.02,2025-09-27
304490,902880,R58458984,1,52.64,2025-10-05
304496,902885,R56955295,1,152.08,2025-10-01
304502,902890,R52177429,1,71.87,2025-09-30
304506,902894,R54425568,1,1302.0,2025-09-23
304508,902897,R51231369,1,2136.6,2025-10-05
304510,902898,R59457283,1,32.7,2025-09-13
304511,902899,R51331010,1,15.77,2025-09-12
304515,902901,R54214093,1,83.48,2025-10-03
304519,902903,R58934873,1,63.08,2025-10-03
304521,902904,R58134563,1,0.0,2025-09-29
304527,902908,,1,0.0,2025-09-27
304534,902913,R59301447,1,55.64,2025-10-08
304543,902918,R52139624,1,594.0,2025-09-29
304547,902920,,1,547.6,2025-09-25
304548,902921,R57676240,1,114.06,2025-09-13
304551,902922,R57782299,1,57.5,2025-10-03
304553,902924,R52205895,1,184.0,2025-09-23
304556,902926,R59946658,1,71.87,2025-10-05
304568,902934,R57420629,1,100.16,2025-09-22
304572,902936,R51115579,1,76.04,2025-09-13
304586,902948,R56093139,1,114.0,2025-10-03
304592,902951,R55996764,1,76.04,2025-09-14
304595,902955,R57839308,1,122.0,2025-09-19
304611,902964,R53766047,1,0.0,2025-09-29
304614,902966,R56514950,1,0.0,2025-09-30
304616,902968,R53669806,1,38.02,2025-09-21
304621,902972,R55629979,1,57.5,2025-09-13
304622,902973,,1,148.38,2025-09-18
304628,902978,R55992674,1,143.74,2025-09-24
304633,902983,,1,61.21,2025-09-28
304637,902985,R59588599,1,100.16,2025-09-14
304638,902986,R59142201,1,86.25,2025-09-13
304644,902991,R59440464,1,241.12,2025-08-24
304650,902995,R51271281,1,76.0,2025-10-04
304656,902998,R54030729,1,41.74,2025-09-05
304671,903008,,1,57.5,2025-10-08
304674,903010,R57570201,1,41.74,2025-09-18
304677,903012,R59254581,1,100.0,2025-10-08
304685,903016,R53216675,1,98.88,2025-09-14
304714,903034,R59759492,1,0.0,2025-09-05
304743,903052,R56004599,1,119.63,2025-10-06
304751,903058,R57057321,1,0.0,2025-10-03
304752,903059,R58058417,1,62.61,2025-09-23
304760,903065,R54790993,1,33.0,2025-09-25
304764,903067,R53237852,1,122.0,2025-09-01
304776,903073,R57317233,1,216.0,2025-09-07
304793,903083,R57728901,1,0.0,2025-10-07
304796,903084,R56858498,1,115.0,2025-09-20
304810,903091,R51669396,1,57.5,2025-10-05
304811,903092,R53603133,1,31.54,2025-09-10
304833,903103,R51610203,1,122.42,2025-09-08
304843,903110,R57558956,1,114.06,2025-10-04
304846,903112,R52775650,1,58.0,2025-09-30
304859,903121,R55034900,1,183.63,2025-10-02
304869,903126,R52246085,1,98.88,2025-10-04
304872,903128,R59129117,1,16.0,2025-10-01
304876,903132,R52877408,1,76.0,2025-09-26
304910,903152,R59907704,1,83.48,2025-09-24
304918,903158,R54289358,1,306.0,2025-09-15
304921,903160,R57342021,1,114.06,2025-09-21
304927,903163,R57037025,1,278.2,2025-10-08
304931,903166,R58521711,1,63.08,2025-10-05
304936,903170,,1,49.44,2025-09-14
304940,903172,R59737769,1,98.1,2025-09-06
304951,903179,R56090074,1,296.76,2025-09-26
304952,903180,R59770181,1,76.04,2025-10-06
304953,903181,R53570922,1,297.0,2025-10-08
304956,903182,R59376156,1,296.76,2025-10-02
304957,903183,R52705021,1,526.36,2025-10-07
304975,903195,R53796563,1,0.0,2025-09-16
304977,903198,R54521608,1,100.16,2025-10-07
304982,903201,R55954802,1,57.5,2025-09-25
304983,903202,R54233163,1,100.0,2025-09-30
304984,903203,R54456707,1,166.0,2025-09-25
304993,903210,R52025740,1,361.68,2025-09-12
304994,903211,R52480663,1,49.0,2025-10-08
304995,903212,R52656383,1,247.24,2025-09-29
305036,903237,R54727720,1,0.0,2025-10-04
305042,903240,R55916729,1,241.0,2025-09-06
305053,903247,R57560517,1,86.0,2025-10-04
305056,903248,R53745205,1,5508.5,2025-10-05
305057,903249,R58315264,1,0.0,2025-10-04
305066,903255,R56047844,1,100.0,2025-10-06
305076,903262,R53385173,1,1187.04,2025-10-04
305093,903270,R54415904,1,41.74,2025-10-01
305094,903271,R52252416,1,1520.88,2025-10-04
305096,903273,,1,38.0,2025-09-27
305104,903279,R55903923,1,65.0,2025-10-08
305107,903280,R59297769,1,361.68,2025-10-04
305108,903281,R59291639,1,306.03,2025-09-30
305112,903284,R55886223,1,0.0,2025-10-03
305119,903289,R56421094,1,61.21,2025-09-26
305125,903291,R56405022,1,361.68,2025-10-07
305126,903292,R57673855,1,27.82,2025-10-06
305128,903294,,1,15.77,2025-09-24
305132,903297,R54540688,1,414.72,2025-10-07
305134,903299,R57150152,1,100.0,2025-09-25
305139,903302,R56434781,1,152.08,2025-09-27
305143,903304,R53212307,1,296.76,2025-09-22
305146,903307,R54918487,1,41.74,2025-09-30
305154,903312,,1,200.0,2025-09-21
305161,903315,R51512592,1,183.63,2025-10-07
305164,903317,R51509192,1,58.0,2025-08-21
305165,903318,R53780903,1,612.06,2025-09-26
305166,903319,R52320526,1,28.75,2025-09-24
305170,903322,R51733416,1,594.0,2025-10-07
305176,903324,R56189313,1,122.0,2025-09-17
305182,903326,R51390059,1,86.25,2025-09-22
305184,903328,R55292561,1,1001.5,2025-09-19
305199,903338,R56080132,1,38.02,2025-10-03
305200,903339,R59733401,1,76.04,2025-10-08
305213,903347,R51372359,1,71.87,2025-09-25
305214,903348,R59272224,1,29.0,2025-09-18
305216,903349,R53066892,1,28.75,2025-09-29
305217,903350,R58816631,1,86.0,2025-09-26
305218,903351,R54976665,1,247.24,2025-09-26
305220,903353,R55931719,1,0.0,2025-09-02
305221,903354,R59874736,1,28.75,2025-09-25
305235,903362,R51480180,1,76.04,2025-09-07
305241,903365,R52344031,1,115.0,2025-09-23
305244,903368,R52206508,1,50.08,2025-08-25
305245,903369,R58354084,1,76.0,2025-09-23
305247,903371,R58771202,1,41.74,2025-10-05
305252,903373,R58923628,1,114.06,2025-09-16
305257,903377,R58563807,1,890.28,2025-09-24
305260,903379,R58814102,1,61.81,2025-09-11
305264,903383,R52694523,1,50.0,2025-10-03
305265,903385,R58842856,1,15.77,2025-09-15
305274,903391,R56901552,1,120.56,2025-10-03
305277,903393,,1,123.62,2025-10-03
305284,903396,R55569972,1,157.92,2025-09-30
305286,903398,R54561798,1,76.04,2025-09-14
305288,903399,R56446696,1,241.12,2025-10-05
305292,903402,R56318656,1,86.14,2025-10-08
305315,903417,R57983698,1,62.61,2025-10-04
305316,903418,R51985081,1,1520.88,2025-09-12
305340,903434,,1,57.5,2025-09-07
305353,903442,R53475763,1,241.0,2025-09-27
305354,903443,R59152277,1,361.68,2025-09-09
